,1,2,3,4,5,6,7,8,9,10,11,12
27,,,,36.6,,0.3,,0.1,2,,,20.4
28,,,0.5,0.1,,9.1,,,,,,29.3
29,,-999,0.3,,,18.6,13.2,62,1.1,,,
30,,-999,0,,,2.5,,13.7,1.4,,,4.9
31,,-999,27.3,-999,,-999,,3.6,-999,,-999,
2018,1,2,3,4,5,6,7,8,9,10,11,12
1,,,,,,3.7,,4.2,1.5,,,
2,1,,,,32.3,36.7,,0.2,1.8,,,
3,0.7,,0,,2.8,1.4,,1.2,1.7,,,
4,1.4,,,,12.2,,,12.2,3,,,
5,,,0.2,0.6,15.9,2,,5.9,,,,
6,0,,,12.7,,,,0.7,,,,
7,1.8,,,,,,13.4,22.2,,,0.6,0.7
8,0.6,,2.1,,,,,,,,0,2.1
9,8.8,,,,4.2,0.5,70.2,,,,,4.3
10,0.1,0,,,,2.3,42.6,,,27.5,0.6,
11,,0.3,,,41,10.5,5.8,,,,5.2,4.3
12,,0,6.8,0,3.3,1.9,,5.3,,,20.1,14.9
13,,,0.3,0,7.6,0,1.5,0.4,,,,0.1
14,,,,0.1,3.9,,16.9,,,,,
15,,,,0.4,2.5,1.7,19.5,14.6,2.1,,,
16,0,,,7.1,,,10.6,25.2,,5.9,0.2,0.4
17,0.4,,,,,30,12.8,26.7,0.2,3.1,3.1,
18,,,12,,16.6,,21.5,7.1,16.2,1,,
19,,0,0.9,,2.4,0.1,30.8,,30.6,1.2,0,
20,,0.2,,,6.7,5.3,8.3,,0.6,4.5,0.2,
21,,0.2,,,1.1,0.4,212.6,,,2.1,,
22,,2.9,,,0.5,,1.9,3.4,,18,4.8,
23,0,1.6,,,,,0.1,,,12.1,,
24,,,,0.1,,0.5,,0.2,,26,,
25,,1,,45.4,1,3.5,8.8,6.8,,,,
26,,0,0.8,0.1,,1.1,0.2,,0,,0,
27,0.2,,,31.3,6.6,45.8,25.4,,1.6,,,
28,0.9,,,1.7,32,,34.5,23.6,34.3,,,6.3
29,2.1,-999,,0,,,17.4,47.6,,,,11.5
30,,-999,71.8,,13.8,,13.9,178.3,,,,13.7
31,2,-999,,-999,0.1,-999,8.3,3.5,-999,,-999,18.1
2019,1,2,3,4,5,6,7,8,9,10,11,12
1,,,0.6,18.2,18.1,17.8,,12.9,32.8,,8.4,0.1
2,,,0.6,0.6,9.5,0,19.9,6.7,13.7,,10.6,
3,,,,0.6,3.5,,1,138.6,0.6,28.5,4.9,
4,,,,12.9,1.8,8,43.3,105.7,,,,
5,,,0,0,2.3,3.5,0.7,11.2,,,,
6,0.3,,0.2,0.3,0.5,2.4,,0.2,,,,
7,0.6,,0.6,,1.2,7.5,,,,,,
8,1.2,,0.5,,2.2,34.3,,6.5,,22.8,,
9,5.4,,0.1,,0.7,,0.9,17.7,,59.1,,
