,1,2,3,4,5,6,7,8,9,10,11,12
15,22,38,15,17,77,81,77,473,326,119,56,34
16,24,28,25,19,71,67,69,429,309,120,56,28
17,22,34,28,19,65,54,97,379,301,117,57,26
18,10,54,26,20,65,47,169,337,302,171,59,42
19,15,60,25,18,62,45,231,307,283,221,62,52
20,29,72,21,18,56,49,271,302,265,227,66,55
21,27,79,14,18,47,54,273,317,269,218,65,56
22,25,93,14,24,39,64,254,315,255,203,64,52
23,22,92,14,30,34,104,256,303,233,184,65,46
24,21,89,11,37,42,203,277,284,209,162,66,36
25,25,80,6,29,59,289,268,267,196,139,58,28
26,23,68,12,30,69,290,241,265,259,123,48,24
27,18,48,19,37,78,256,237,260,327,114,45,23
28,19,37,22,47,75,213,260,248,329,108,39,27
29,25,,21,59,72,170,334,229,314,104,29,35
30,33,,25,65,70,144,406,209,292,97,39,37
31,35,,40,,70,,436,189,,89,,32
2014,1,2,3,4,5,6,7,8,9,10,11,12
1,29,44,55,16,271,87,144,156,421,125,143,60
2,30,40,51,2,239,86,198,125,399,102,117,50
3,32,29,47,5,202,76,218,97,400,92,95,51
4,36,21,41,10,173,64,209,115,385,88,73,55
5,31,15,33,22,151,52,189,111,363,95,67,49
6,34,16,29,43,138,43,171,112,333,101,64,52
7,29,26,29,64,120,42,142,119,302,106,76,54
8,21,40,45,80,105,46,109,114,270,106,92,54
9,6,45,52,88,94,61,87,112,240,100,97,59
10,11,44,56,88,77,66,85,119,209,91,97,63
11,19,45,60,82,59,83,92,113,176,84,103,62
12,22,52,58,72,39,99,106,102,143,82,100,58
13,10,51,50,59,21,108,136,135,122,83,89,50
14,0,45,42,44,23,136,166,234,111,85,83,52
15,2,46,43,38,15,158,180,255,101,81,82,50
16,8,47,42,38,9,147,171,245,103,85,80,35
17,13,50,32,40,14,129,156,228,174,89,74,25
18,8,41,24,36,24,108,149,204,244,89,66,37
19,7,30,20,35,56,108,132,179,264,88,51,42
20,12,15,19,39,92,106,119,156,250,77,56,39
21,1,31,17,48,103,91,124,133,336,64,61,35
22,-7,40,29,52,103,81,166,111,422,58,60,30
23,-1,49,57,53,91,90,173,90,420,68,59,35
24,4,62,78,56,72,102,159,71,390,80,61,38
25,8,74,100,63,56,111,130,67,351,88,62,39
26,7,72,105,61,41,103,115,71,311,84,63,40
27,10,67,97,139,41,92,119,96,269,79,67,43
28,18,60,77,272,54,91,129,109,229,87,70,40
29,30,,60,291,63,118,144,226,193,136,75,27
30,42,,44,284,61,127,160,390,157,176,72,20
31,45,,32,,77,,169,431,,167,,14
2015,1,2,3,4,5,6,7,8,9,10,11,12
1,19,50,36,54,13,13,100,169,159,209,81,99
2,25,54,44,38,18,10,78,235,137,193,84,94
3,30,52,48,23,5,12,63,276,134,186,88,85
4,35,51,41,11,-1,17,58,276,159,173,84,73
5,33,56,32,2,1,18,102,274,165,155,85,69
6,25,53,30,2,2,17,140,262,148,135,78,64
7,21,54,36,2,11,36,145,243,127,115,66,54
8,19,52,40,11,22,45,129,217,115,102,54,58
9,17,48,35,26,31,41,94,191,134,98,44,64
10,15,44,37,51,35,37,56,166,161,100,60,66
11,11,53,43,59,46,31,32,144,176,111,101,68
12,14,39,52,61,52,18,27,119,169,114,125,73
13,15,40,59,61,60,19,38,94,155,108,123,75
14,18,55,64,52,67,29,37,74,127,100,114,74
15,13,87,60,40,56,41,29,67,108,93,110,71
16,15,95,56,28,46,49,33,58,101,88,114,64
17,9,91,49,15,44,56,41,44,111,84,116,55
18,14,79,37,9,57,59,48,36,302,81,106,54
19,16,71,20,4,68,51,46,34,433,82,98,56
20,23,69,13,-2,67,52,44,50,442,82,90,54
21,26,65,7,0,63,49,43,59,434,83,84,46
22,23,52,9,7,68,47,47,60,437,82,91,38
23,24,35,12,25,80,48,40,61,430,78,88,41
24,28,36,25,35,85,57,32,58,404,77,77,46
25,32,34,63,43,90,190,21,53,376,72,90,46
26,26,36,91,36,91,264,41,46,344,64,117,41
27,16,34,109,37,81,253,68,62,325,56,116,42
28,17,32,106,36,64,213,79,91,300,54,120,44
29,32,,95,26,45,174,92,114,269,53,117,50
30,45,,85,12,28,131,108,155,235,55,109,54
31,50,,70,,14,,141,175,,64,,48
2016,1,2,3,4,5,6,7,8,9,10,11,12
1,43,146,16,30,96,347,144,343,380,74,57,59
2,39,121,24,29,88,300,136,306,369,69,59,56
3,31,96,32,33,74,251,130,281,356,61,63,61
4,22,79,32,40,57,213,124,245,334,57,72,65
5,20,66,39,39,44,183,144,222,310,59,75,65
6,22,60,41,33,30,162,225,213,292,65,74,56
7,25,63,42,36,15,140,270,200,285,71,72,49
8,29,68,48,27,16,133,267,181,279,70,72,51
9,34,69,48,27,20,131,233,158,276,66,68,49
10,42,69,49,40,26,124,189,144,260,71,52,43
11,41,63,46,48,30,110,143,142,245,77,47,37
12,32,46,49,47,35,91,99,168,225,80,59,51
13,29,34,36,51,51,67,74,201,209,76,57,55
14,32,26,19,45,57,41,64,264,195,71,60,53
15,35,22,14,35,52,20,65,332,187,77,60,51
16,30,25,25,31,42,6,61,344,176,77,56,47
17,21,42,31,29,29,1,73,338,157,76,59,54
18,11,50,27,28,22,10,87,336,142,77,75,65
19,17,64,29,20,28,23,93,414,124,63,85,66
20,17,67,34,26,23,33,90,530,110,61,83,61
21,25,69,38,44,29,39,82,565,104,66,75,52
22,31,71,45,51,37,38,70,571,103,62,71,40
23,31,65,49,64,47,42,54,567,102,68,67,22
24,21,56,51,90,61,47,52,550,108,67,59,25
25,27,42,49,123,291,48,44,515,129,63,53,42
26,41,37,58,141,426,45,34,477,131,64,52,48
27,65,32,56,142,451,61,57,442,124,59,42,40
28,110,30,50,131,465,92,201,420,105,48,48,27
29,153,22,44,114,455,93,379,420,87,44,55,34
30,153,,38,104,435,127,408,415,76,46,62,39
31,145,,33,,396,,384,401,,50,,42
2017,1,2,3,4,5,6,7,8,9,10,11,12
1,43,44,26,29,65,57,212,280,254,238,185,37
2,40,42,15,42,63,41,205,313,243,223,161,46
3,35,33,16,56,53,19,186,311,225,217,132,56
4,30,36,17,58,43,4,159,304,207,239,112,56
5,27,34,23,54,31,-2,145,300,191,273,109,53
6,20,48,28,48,15,-1,163,301,174,291,108,59
7,8,63,25,42,13,9,179,298,159,298,107,71
8,2,80,33,34,15,28,215,289,149,301,105,77
9,13,85,46,30,21,55,275,272,144,297,104,76
10,17,79,54,25,23,70,275,240,182,341,109,70
11,29,77,55,16,28,72,252,204,230,507,109,61
12,71,72,53,9,40,73,240,168,244,595,104,45
13,108,66,53,1,53,66,241,131,242,617,98,39
14,122,57,53,1,65,70,243,100,242,617,91,46
