Time,KonTum
2010-11-01 00:00:00,102.824013
2010-12-01 00:00:00,125.28363799999998
2011-01-01 00:00:00,101.27314
2011-02-01 00:00:00,107.4074
2011-03-01 00:00:00,129.86111499999998
2011-04-01 00:00:00,126.79399099999999
2011-05-01 00:00:00,189.293991
2011-06-01 00:00:00,165.79861499999996
2011-07-01 00:00:00,170.428238
2011-08-01 00:00:00,153.067139
2011-09-01 00:00:00,68.22916409999999
2011-10-01 00:00:00,79.80324
2011-11-01 00:00:00,93.69211999999999
2011-12-01 00:00:00,95.65972
2012-01-01 00:00:00,150.7523
2012-02-01 00:00:00,172.164352
2012-03-01 00:00:00,187.21066299999998
2012-04-01 00:00:00,178.761566
2012-05-01 00:00:00,163.252319
2012-06-01 00:00:00,159.54861499999996
2012-07-01 00:00:00,164.2361
2012-08-01 00:00:00,150.57872
2012-09-01 00:00:00,149.71066299999995
2012-10-01 00:00:00,129.803238
2012-11-01 00:00:00,149.305557
2012-12-01 00:00:00,148.090271
2013-01-01 00:00:00,217.222214
2013-02-01 00:00:00,235.83332799999997
2013-03-01 00:00:00,271.666656
2013-04-01 00:00:00,253.819458
2013-05-01 00:00:00,220.277786
2013-06-01 00:00:00,258.611084
2013-07-01 00:00:00,237.6389
2013-08-01 00:00:00,214.375
2013-09-01 00:00:00,72.15278
2013-10-01 00:00:00,89.72222
2013-11-01 00:00:00,92.56944
2013-12-01 00:00:00,152.15278600000005
2014-01-01 00:00:00,127.25694299999999
2014-02-01 00:00:00,125.4051
2014-03-01 00:00:00,149.363434
2014-04-01 00:00:00,139.004623
2014-05-01 00:00:00,124.5949
2014-06-01 00:00:00,90.16204
2014-07-01 00:00:00,189.525452
2014-08-01 00:00:00,213.54167200000003
2014-09-01 00:00:00,207.002319
2014-10-01 00:00:00,119.675926
2014-11-01 00:00:00,127.31481200000002
2014-12-01 00:00:00,118.634262
2015-01-01 00:00:00,140.85647600000001
2015-02-01 00:00:00,134.432877
2015-03-01 00:00:00,164.29397600000001
2015-04-01 00:00:00,167.129623
2015-05-01 00:00:00,137.384262
2015-06-01 00:00:00,110.5324
2015-07-01 00:00:00,102.256943
2015-08-01 00:00:00,109.317116
2015-09-01 00:00:00,93.1712952
2015-10-01 00:00:00,106.365746
2015-11-01 00:00:00,112.615738
2015-12-01 00:00:00,121.296295
2016-01-01 00:00:00,153.680557
2016-02-01 00:00:00,127.56944299999999
2016-03-01 00:00:00,155.833328
2016-04-01 00:00:00,158.541672
2016-05-01 00:00:00,130.34721399999998
2016-06-01 00:00:00,104.86111499999998
2016-07-01 00:00:00,97.0138855
2016-08-01 00:00:00,103.680557
2016-09-01 00:00:00,88.33333590000002
2016-10-01 00:00:00,100.90277900000001
2016-11-01 00:00:00,106.80555700000001
2016-12-01 00:00:00,115.06944299999999
2017-01-01 00:00:00,133.61111499999998
2017-02-01 00:00:00,183.7
2017-03-01 00:00:00,224.4
2017-04-01 00:00:00,228.3
2017-05-01 00:00:00,187.7
2017-06-01 00:00:00,151.0
2017-07-01 00:00:00,139.7
2017-08-01 00:00:00,149.3
2017-09-01 00:00:00,127.2
2017-10-01 00:00:00,145.3
2017-11-01 00:00:00,153.8
2017-12-01 00:00:00,165.7
2018-01-01 00:02:00,192.4
,
