,1,2,3,4,5,6,7,8,9,10,11,12
7,1.4,1.6,1,0.4,1.9,1.5,4.1,1.7,1.6,0.2,2.1,0.6
8,1.3,1.5,1.3,1.4,2.5,2.3,2.4,1.3,2.3,0.1,2.1,1.3
9,0.4,2.3,1.9,1.3,2.3,2.5,2.8,1.6,1.1,0.8,3.1,3.4
10,1.4,2.2,1.2,1.5,3.3,2.2,2.3,1.4,0.8,2.1,3.8,3.2
11,0.4,3,1.2,1.9,2.3,1.4,1.3,0.2,1.5,3.2,2.2,3.8
12,1.2,1.3,1.2,1.8,1.3,1.8,2,0.8,0.4,1.7,1.6,2.3
13,1.3,0.7,1,2.5,1.4,1.4,1.8,1.2,0.7,1.6,1.3,2.4
14,0.7,1.7,0.3,1.8,1.2,1.7,0.9,2.9,0.8,1.6,2.2,2.6
15,1.2,1.3,0.2,1.7,1.1,1.5,1.7,2.3,0.9,2.3,1.9,2.8
16,2.6,0.4,0.1,0.8,1,1.7,2.3,1.6,1.5,3.3,1.4,2.6
17,1.9,1.7,0.3,1.1,3.5,0.9,2.3,1.1,2.3,3.5,2.2,3.2
18,0.7,0.8,0.4,1.4,3.1,1.2,1.8,1.3,1.5,3.6,1.8,1.1
19,0.5,0.5,0.7,2.4,2.1,1.5,1.9,0.7,1.3,3.1,3.1,1.3
20,0.5,1.7,0.7,1.4,1,1.2,2.2,0.5,0.7,1.7,2.7,1.7
21,0.9,1.5,1,2.1,1.6,2.1,2.3,1.8,1.1,1.8,1.6,1.4
22,1.8,0.3,1.5,1.1,1.8,1.9,1.4,2.2,1.2,3.1,0.7,1.9
23,0.9,0.4,1.9,2.2,1.7,2.1,1.8,1.8,2,2.4,1,3
24,1.8,0.3,1.7,2.1,1.6,0.3,1.2,1.2,3.2,2.8,1.4,3
25,1.3,0.4,1.9,2,1.4,0.8,2,1.6,2.6,2.5,1.2,2.3
26,0.8,1.2,1.5,2.4,2.7,0.6,2.5,2.4,2.7,2.6,1.5,2.6
27,0.6,1.6,2.3,1.4,2.6,1.4,3.1,2.4,0.5,1.6,2.2,2.8
28,0.6,1.5,1.5,0.7,2.7,2.2,2.8,2.6,2.3,0.5,0.8,1.9
29,1.3,-999,1.2,0.7,2.6,1.6,3.6,2.3,3,0.5,1.2,1.7
30,1.6,-999,1.9,0.9,2.9,1.2,2.9,3.2,2.1,1.2,1.2,1.5
31,1.9,-999,2,-999,2,-999,1.1,2,-999,1.5,-999,0.9
2012,1,2,3,4,5,6,7,8,9,10,11,12
1,0.6,1,0.1,4.1,4.5,2.4,0.7,2.5,2.3,4.3,3.2,0.3
2,0.4,0.3,0.3,2.8,3.8,1.3,0.7,3.9,2.3,3.1,2.8,1
3,0.2,0.4,0.1,1.1,3.9,2,2.9,4.4,1.6,2.2,1.7,0.4
4,1.2,0.8,0.3,0.9,3.5,2,1.6,4.2,2.1,1.3,2,0.8
5,0.2,0.6,0.8,1.2,2.8,1.7,2.2,3.5,2.7,1.4,1.7,0.6
6,0.8,0.9,1.3,1.5,1.1,1.6,3.2,0.4,0.3,0.6,1.3,2.5
7,0.6,1.8,2.4,1,1.2,1.3,1.2,0.7,0.4,1.7,2.1,1.5
8,0.5,2.3,0.8,2,2.7,2.2,1.7,0.7,0.3,1.8,2.6,0.9
9,0.6,0.6,0.7,1.4,2.9,2.3,2.4,1.5,1.1,2,2.8,0.5
10,0.6,0.2,1.6,1.8,2.4,3.7,3,1.8,2,2,2.4,1
11,0.4,0.6,1.5,1.2,2.4,5.8,2.7,2.4,2.6,2.1,1.1,1.8
12,0.7,0.7,0.9,2.5,2.5,5.4,2.7,2.1,2.7,2.5,2.7,1.9
13,1,0.4,1.3,2.2,2.4,3,2.8,1.1,0.9,2.4,1.1,0.5
14,0.5,0.5,1.8,1.7,2.8,4,2.7,2,2.7,3.2,0.8,0.8
15,0.1,0.4,0.6,0.9,2.4,1.7,3.1,1.8,2.7,3.4,1.3,1.7
16,1.8,0.7,1.1,1.8,2.8,2.9,4.3,2.8,2.9,3,1.2,1.4
17,1.9,2.2,0.5,1.5,2.3,3.6,3.4,1.5,2.8,2.8,3.8,1.9
18,1,1.3,0.7,2.3,3.3,4.5,3.7,0.2,2.5,3.3,2.1,2.9
19,0.8,1,1.6,1.9,2.2,3.8,0.6,0.9,1.3,2.3,2.1,3.4
20,0.6,1.7,1.3,2.3,2.3,1.6,2.1,2.3,1.4,3.2,1.5,0.8
21,0.7,1.5,1,3.1,1.1,2.2,2.7,1.6,1.5,2.6,1.6,1.7
22,0.5,0.7,1.3,2.9,0.3,2.1,2.9,2,2.3,1.6,2.2,1.9
23,2.8,0.7,1.6,2.1,0.9,1.2,2.3,2.6,2.3,2.2,2.4,3.3
24,1.3,1.7,3.5,2.8,1.3,2.2,2.9,2.4,2.2,2.2,2.8,3.5
25,1.6,1.9,2.7,3.4,0.3,2.3,0.5,3.4,1.2,1.8,0.9,2.2
26,0.6,2.3,2.6,4.3,0.3,7,0.8,3,1.1,2.4,1.8,1.7
27,0.5,1.3,3.5,2.3,0.8,2.9,2.3,3.2,1.4,2.3,0.9,0.2
28,0.4,1.5,2.2,3.1,1.3,2.5,1.2,2.3,2.9,0.9,0.4,0.5
29,0.4,0.4,1.4,2.7,2.3,1.6,0.5,2.8,3.5,1.4,0.7,0.6
30,0.9,-999,1,4.1,1.2,1.8,1.2,2.8,4.4,1.4,0.2,1.9
31,1.1,-999,2.3,-999,1.7,-999,1.3,2.7,-999,3.9,-999,3.1
2013,1,2,3,4,5,6,7,8,9,10,11,12
1,1.8,2.2,2.5,1.2,1.9,3.2,2.5,2.8,0.5,1.6,1.3,2.8
2,1.8,1.3,1.5,0.7,1,2,2.3,2.9,0.3,3.1,2.4,1.8
3,0.4,2.3,2.5,1.4,1.8,2.5,1.9,2.4,0.9,3.7,2,1.4
4,0.8,1.1,1.9,1.6,1.1,2.3,2.7,1.6,0.2,2.4,3.6,2
5,0.2,2,3.3,1.9,1.6,1.9,1.6,1.8,0.2,2.4,3.1,1.6
6,0.5,1.9,2.7,2.6,1.6,2.1,2.8,2.3,0.9,2.8,2,1.3
7,0.5,2.6,1.7,2.9,1,1.9,2.8,2.4,1.6,5.3,1.2,1.6
8,0.2,2.2,1.5,1.5,1.6,3.1,1.8,0.7,0.6,5.5,0.9,1.4
9,0.6,1.3,2.3,1,1.9,5.1,1.3,0.3,1.6,4.3,1.8,1.7
10,1.2,1,1.4,0.9,2,1.9,1.5,0.7,1.6,3.2,2.1,1.4
11,1.5,0.7,3.1,0.8,2.9,2.3,1.3,1.7,1,4.1,2.2,1.2
12,1.4,0.5,1.7,1.8,1.8,3.7,1.7,1.9,0.3,4.3,2,0.8
13,1.3,0.6,2,2.4,2.1,3.4,2.1,2.9,1.4,3.4,2.8,0.2
14,0.6,0.4,1.9,2.4,2.2,3.8,2.2,3.9,2.5,3.6,1.4,0.2
15,0.4,0.7,1.9,1.4,4.1,4.3,1.7,1.5,2.1,3.4,1.9,0.2
16,0.3,1.4,3.1,1.5,4.9,3,0.8,3,2.5,2.2,1.4,0.5
17,0.5,0.8,1.8,2.6,2.7,2.1,1.4,3.9,1.2,0.5,1.9,1.5
18,1,0.9,2.7,2.1,1.7,2.9,1.3,2.3,2.3,0.2,1.9,1.8
19,1.3,0.7,2.2,1.9,2.3,3,1.6,3.1,2.5,0.3,1.4,1.5
20,1.3,0.8,2.7,2.2,3,2.6,1.5,0.8,1.2,2.3,1.1,1.3
21,0.9,0.4,2.4,1,1.9,3.2,2,1.6,2.9,1.9,1,1.9
22,1.7,0.9,2.9,1.3,2.8,3.3,0.7,2.4,3.6,2.6,0.9,1.3
23,2,1.6,2.7,2.4,1.8,2.2,1,2.3,2.3,2.6,0.4,1.1
24,0.9,2.3,2.5,2.4,1.9,0.8,1.6,0.8,0.6,2,0.9,2.4
25,1.5,1.7,2.5,2.3,2.4,1.1,2.2,1.1,0.5,2.7,3.9,1.8
26,0.7,0.6,2.1,1.7,1.7,2.2,1.8,1,0.2,2.7,2.5,2.2
27,1.7,1.1,2.6,2.5,3.1,2.3,0.3,2,1.8,1.8,0.5,2.6
28,1.5,2.3,1.8,2.1,3.7,2.4,0.4,2.1,2.5,1.8,1.6,2
29,0.7,-999,0.9,1.9,1.9,3,0.9,2.6,3.9,1.6,2.6,1.2
30,0.7,-999,1.1,2.3,1.7,2.7,0.8,2.6,2.1,1.8,2.8,1.9
31,0.8,-999,1,-999,2,-999,1.8,1.1,-999,1.3,-999,2.2
2014,1,2,3,4,5,6,7,8,9,10,11,12
1,1.7,0.8,1.2,1.3,1.1,2.7,0.7,2.6,1.2,2.7,2.4,1.4
2,1.6,1.2,1.1,0.8,1.8,2.6,1.8,2.4,0.6,2.8,2.2,1.4
3,0.8,1.8,0.2,0.7,1.4,2.7,2.4,2.1,1.2,2.6,1.1,0.8
4,1.7,2.2,0.4,0.5,0.7,2.5,2.1,2.3,1.5,2.6,1.8,1.7
5,2.1,1.9,0.9,1,1.4,1.2,1.7,1.4,2.2,1,1.5,1.7
